"persona_id","account_name","name","role","role_label","batch","experience","years_in_pool_world","tech_comfort","urgency","device","connection","accessibility_need","language","current_workflow","company_size","primary_goal","completed_first_value","wow_moment","time_to_value_seconds","ease_score","clarity_score","trust_score","usefulness_score","use_again_score","pain_points","positive_signals","simulated_feedback","evidence_type","persistence"
"DEMO-TEST-SL-HOMEOWNER-488","DEMO TEST Homeowner 488","Casey Garcia","homeowner","Homeowner","5","2-5 years","4","1","5","desktop","good","none","Spanish-first","manufacturer manuals","HOA or rental","understand turnover time","false","false","90.1","64.6","59.7","77.9","55.8","55.8","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-489","DEMO TEST Homeowner 489","Cameron Patel","homeowner","Homeowner","5","21+ years","34","1","2","desktop","good","none","English/Spanish","paper notes","single pool","check a basic dosing input","true","false","82","62.7","67.2","74.1","56.6","55.3","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-490","DEMO TEST Homeowner 490","Jordan Miller","homeowner","Homeowner","5","6-10 years","10","3","2","Android","good","limited dexterity","Spanish-first","memory and photos","professionally managed","estimate pool volume","true","false","91","66.8","60.6","70.2","56.4","54.2","technical_navigation_remains_too_broad_for_homeowner_mode|some_secondary_controls_are_smaller_than_primary_field_actions|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-491","DEMO TEST Homeowner 491","Taylor Johnson","homeowner","Homeowner","5","21+ years","32","2","5","iPhone","offline-first","none","English","CRM plus manuals","shared household","understand turnover time","true","false","84.5","67.1","64","85.1","57","58.3","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-492","DEMO TEST Homeowner 492","Taylor Garcia","homeowner","Homeowner","5","11-20 years","15","2","4","Android","good","none","Spanish-first","paper notes","professionally managed","prepare a clear note for a pro","true","false","85.6","64.5","56.3","67.4","55.3","52.8","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-493","DEMO TEST Homeowner 493","Taylor Miller","homeowner","Homeowner","5","6-10 years","9","2","1","Android","spotty","none","Spanish-first","texting a senior tech","multi-property","prepare a clear note for a pro","false","false","80","58.7","59.5","72","54.6","53.5","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-494","DEMO TEST Homeowner 494","Avery Miller","homeowner","Homeowner","5","11-20 years","19","4","5","desktop","good","low vision","English","memory and photos","shared household","estimate pool volume","false","false","97.3","68","55.8","66.9","55.9","53.1","technical_navigation_remains_too_broad_for_homeowner_mode|dense_small_supporting_copy|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-495","DEMO TEST Homeowner 495","Avery Reed","homeowner","Homeowner","5","21+ years","21","1","2","tablet or rugged device","good","low vision","Spanish-first","texting a senior tech","shared household","understand turnover time","true","false","85.1","50.6","49.6","74","51.5","52","technical_navigation_remains_too_broad_for_homeowner_mode|dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-496","DEMO TEST Homeowner 496","Drew Reed","homeowner","Homeowner","5","0-1 years","0","3","3","iPhone","good","none","English","texting a senior tech","single pool","understand turnover time","true","true","79.4","68","74.6","73","72.7","75.5","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-497","DEMO TEST Homeowner 497","Jordan Reed","homeowner","Homeowner","5","0-1 years","0","2","4","iPhone","good","none","English/Spanish","memory and photos","HOA or rental","check a basic dosing input","true","false","96.3","65.1","61.6","74.3","56.2","55.1","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-498","DEMO TEST Homeowner 498","Alex Walker","homeowner","Homeowner","5","21+ years","29","5","5","tablet or rugged device","good","low vision","Spanish-first","CRM plus manuals","professionally managed","estimate pool volume","true","false","88","72.4","54.7","77.9","56.6","56.3","technical_navigation_remains_too_broad_for_homeowner_mode|dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
